,time,open,high,low,close,tick_volume,spread,real_volume,time_num
77,2024-01-05 09:00:00,2042.5,2047.06,2041.94,2043.24,18514,16,0,80.0
78,2024-01-05 10:00:00,2043.24,2044.51,2041.29,2042.41,16888,16,0,81.0
79,2024-01-05 11:00:00,2042.41,2043.85,2038.32,2038.97,15864,16,0,82.0
80,2024-01-05 12:00:00,2039.0,2040.34,2037.24,2039.89,15423,16,0,83.0
81,2024-01-05 13:00:00,2039.89,2040.41,2036.98,2039.2,11509,16,0,84.0
82,2024-01-05 14:00:00,2039.2,2041.02,2038.34,2040.3,12944,16,0,85.0
83,2024-01-05 15:00:00,2040.32,2042.02,2024.34,2040.07,69641,16,0,86.0
84,2024-01-05 16:00:00,2040.03,2049.31,2038.64,2046.88,66272,16,0,87.0
85,2024-01-05 17:00:00,2046.96,2064.07,2046.96,2054.88,81427,16,0,88.0
86,2024-01-05 18:00:00,2054.89,2056.34,2044.03,2045.16,39412,16,0,89.0
87,2024-01-05 19:00:00,2045.15,2045.48,2040.36,2042.05,34222,18,0,90.0
88,2024-01-05 20:00:00,2042.04,2048.57,2040.39,2048.18,23901,18,0,91.0
89,2024-01-05 21:00:00,2048.22,2050.42,2044.93,2045.7,16173,11,0,92.0
90,2024-01-05 22:00:00,2045.71,2045.84,2042.76,2043.59,13702,18,0,93.0
91,2024-01-05 23:00:00,2043.53,2046.15,2043.53,2045.3,2385,4,0,94.0
92,2024-01-08 01:00:00,2044.65,2045.66,2042.82,2044.23,4083,5,0,144.0
93,2024-01-08 02:00:00,2044.26,2046.34,2043.71,2045.98,3002,4,0,145.0
94,2024-01-08 03:00:00,2045.96,2046.55,2042.74,2043.71,6968,20,0,146.0
95,2024-01-08 04:00:00,2043.71,2043.84,2041.11,2041.26,6326,20,0,147.0
96,2024-01-08 05:00:00,2041.24,2041.52,2034.96,2036.04,8548,20,0,148.0
97,2024-01-08 06:00:00,2036.05,2037.7,2035.47,2035.74,5661,4,0,149.0
98,2024-01-08 07:00:00,2035.74,2036.16,2026.89,2030.74,12390,7,0,150.0
99,2024-01-08 08:00:00,2030.7,2033.31,2030.24,2032.93,13441,19,0,151.0
100,2024-01-08 09:00:00,2032.97,2033.26,2028.53,2031.5,22037,16,0,152.0
101,2024-01-08 10:00:00,2031.49,2031.83,2027.21,2028.27,25105,16,0,153.0
102,2024-01-08 11:00:00,2028.27,2031.83,2026.4,2028.98,20593,16,0,154.0
103,2024-01-08 12:00:00,2028.98,2029.59,2026.9,2027.54,17245,16,0,155.0
104,2024-01-08 13:00:00,2027.55,2027.96,2016.61,2019.98,26037,16,0,156.0
105,2024-01-08 14:00:00,2019.98,2024.98,2018.79,2024.5,19499,16,0,157.0
106,2024-01-08 15:00:00,2024.51,2025.5,2018.31,2019.05,38700,16,0,158.0
107,2024-01-08 16:00:00,2019.05,2027.29,2018.38,2026.32,39213,16,0,159.0
108,2024-01-08 17:00:00,2026.33,2034.89,2025.4,2034.11,36533,16,0,160.0
109,2024-01-08 18:00:00,2034.12,2036.95,2031.23,2032.06,28057,16,0,161.0
110,2024-01-08 19:00:00,2032.05,2033.06,2026.93,2027.59,20038,18,0,162.0
111,2024-01-08 20:00:00,2027.56,2028.33,2026.21,2026.62,13645,18,0,163.0
112,2024-01-08 21:00:00,2026.61,2029.67,2026.39,2029.34,8436,4,0,164.0
113,2024-01-08 22:00:00,2029.36,2029.91,2026.01,2027.25,9439,4,0,165.0
114,2024-01-08 23:00:00,2027.19,2028.73,2026.91,2028.18,1830,4,0,166.0
115,2024-01-09 01:00:00,2028.22,2030.96,2027.85,2030.69,2692,4,0,168.0
116,2024-01-09 02:00:00,2030.69,2035.0,2030.54,2034.33,6655,20,0,169.0
117,2024-01-09 03:00:00,2034.33,2035.71,2031.05,2032.19,8260,20,0,170.0
118,2024-01-09 04:00:00,2032.16,2035.82,2031.99,2034.12,7250,20,0,171.0
119,2024-01-09 05:00:00,2034.13,2034.94,2032.97,2033.57,4555,20,0,172.0
120,2024-01-09 06:00:00,2033.68,2035.0,2032.14,2032.88,5185,20,0,173.0
121,2024-01-09 07:00:00,2032.9,2033.54,2030.17,2032.78,6520,4,0,174.0
122,2024-01-09 08:00:00,2032.76,2035.22,2031.06,2033.11,12184,19,0,175.0
123,2024-01-09 09:00:00,2033.14,2037.32,2032.09,2036.02,19433,16,0,176.0
124,2024-01-09 10:00:00,2036.03,2038.34,2031.24,2034.18,24627,16,0,177.0
125,2024-01-09 11:00:00,2034.28,2037.11,2033.02,2035.43,17227,16,0,178.0
126,2024-01-09 12:00:00,2035.43,2038.6,2034.68,2035.38,19173,16,0,179.0
127,2024-01-09 13:00:00,2035.41,2035.8,2033.56,2034.88,14974,16,0,180.0
128,2024-01-09 14:00:00,2034.86,2036.39,2033.83,2036.27,14313,16,0,181.0
129,2024-01-09 15:00:00,2036.26,2042.09,2031.55,2038.55,36751,16,0,182.0
130,2024-01-09 16:00:00,2038.75,2040.23,2033.86,2034.82,42731,16,0,183.0
131,2024-01-09 17:00:00,2034.81,2035.7,2028.68,2028.85,35408,16,0,184.0
132,2024-01-09 18:00:00,2028.85,2031.69,2025.95,2031.13,31367,15,0,185.0
133,2024-01-09 19:00:00,2031.12,2032.15,2026.95,2027.74,21144,18,0,186.0
134,2024-01-09 20:00:00,2027.74,2029.72,2026.69,2029.18,24958,18,0,187.0
135,2024-01-09 21:00:00,2029.17,2030.13,2027.7,2028.84,10697,18,0,188.0
136,2024-01-09 22:00:00,2028.85,2031.21,2028.23,2028.37,9247,18,0,189.0
137,2024-01-09 23:00:00,2028.47,2030.31,2028.41,2030.21,1430,4,0,190.0
138,2024-01-10 01:00:00,2030.36,2031.23,2028.2,2030.64,3885,4,0,192.0
139,2024-01-10 02:00:00,2030.74,2031.16,2029.51,2030.19,3202,4,0,193.0
140,2024-01-10 03:00:00,2030.17,2032.55,2027.12,2031.75,7864,20,0,194.0
141,2024-01-10 04:00:00,2031.75,2032.91,2030.21,2031.82,5382,20,0,195.0
142,2024-01-10 05:00:00,2031.8,2031.94,2027.98,2028.84,5124,20,0,196.0
143,2024-01-10 06:00:00,2028.84,2030.71,2028.31,2029.76,3849,4,0,197.0
144,2024-01-10 07:00:00,2029.78,2030.16,2025.5,2026.61,7396,20,0,198.0
145,2024-01-10 08:00:00,2026.7,2027.06,2023.72,2024.65,12965,19,0,199.0
146,2024-01-10 09:00:00,2024.67,2031.74,2024.18,2030.84,21390,16,0,200.0
147,2024-01-10 10:00:00,2030.84,2036.0,2030.1,2035.26,27615,16,0,201.0
148,2024-01-10 11:00:00,2035.25,2036.21,2034.53,2035.69,18680,16,0,202.0
149,2024-01-10 12:00:00,2035.67,2040.37,2034.43,2034.7,18531,16,0,203.0
150,2024-01-10 13:00:00,2034.7,2035.38,2032.64,2034.04,15253,16,0,204.0
151,2024-01-10 14:00:00,2034.04,2035.71,2031.21,2031.47,18409,16,0,205.0
152,2024-01-10 15:00:00,2031.57,2034.09,2029.89,2030.27,29696,16,0,206.0
153,2024-01-10 16:00:00,2030.27,2033.5,2026.46,2027.28,34636,16,0,207.0
154,2024-01-10 17:00:00,2027.28,2029.82,2024.73,2027.84,40708,16,0,208.0
155,2024-01-10 18:00:00,2027.83,2028.6,2024.64,2027.15,31494,16,0,209.0
156,2024-01-10 19:00:00,2027.14,2027.82,2022.1,2024.0,22715,18,0,210.0
157,2024-01-10 20:00:00,2023.97,2024.57,2021.23,2023.67,36403,18,0,211.0
158,2024-01-10 21:00:00,2023.68,2024.56,2020.31,2024.0,14559,18,0,212.0
159,2024-01-10 22:00:00,2024.0,2025.1,2021.74,2023.54,17752,18,0,213.0
160,2024-01-10 23:00:00,2023.48,2024.53,2023.19,2024.32,2185,5,0,214.0
161,2024-01-11 01:00:00,2024.06,2028.05,2023.92,2026.71,4087,5,0,216.0
162,2024-01-11 02:00:00,2026.73,2028.46,2026.46,2027.8,3736,4,0,217.0
163,2024-01-11 03:00:00,2027.82,2030.42,2026.91,2029.75,7072,20,0,218.0
164,2024-01-11 04:00:00,2029.75,2032.02,2028.82,2029.63,8081,20,0,219.0
165,2024-01-11 05:00:00,2029.62,2031.09,2028.67,2030.85,4556,4,0,220.0
166,2024-01-11 06:00:00,2030.83,2032.28,2030.71,2032.02,3329,4,0,221.0
167,2024-01-11 07:00:00,2032.04,2034.67,2030.99,2032.94,6503,20,0,222.0
168,2024-01-11 08:00:00,2032.94,2035.15,2032.01,2033.98,10950,19,0,223.0
169,2024-01-11 09:00:00,2033.88,2035.75,2033.51,2033.81,14582,16,0,224.0
170,2024-01-11 10:00:00,2033.79,2034.15,2030.31,2030.98,20443,16,0,225.0
171,2024-01-11 11:00:00,2030.98,2032.52,2030.06,2031.18,15883,16,0,226.0
172,2024-01-11 12:00:00,2031.18,2032.83,2030.39,2032.14,13364,16,0,227.0
173,2024-01-11 13:00:00,2032.04,2034.42,2031.24,2034.18,14898,16,0,228.0
174,2024-01-11 14:00:00,2034.21,2035.09,2031.49,2032.49,16771,10,0,229.0
175,2024-01-11 15:00:00,2032.5,2045.8,2025.13,2029.46,72902,16,0,230.0
176,2024-01-11 16:00:00,2029.44,2034.91,2024.76,2029.73,79541,16,0,231.0
177,2024-01-11 17:00:00,2029.73,2033.11,2025.1,2029.14,65615,16,0,232.0
178,2024-01-11 18:00:00,2029.14,2029.73,2013.55,2016.53,60917,16,0,233.0
179,2024-01-11 19:00:00,2016.52,2018.52,2013.16,2014.45,34712,18,0,234.0
180,2024-01-11 20:00:00,2014.42,2017.1,2013.72,2017.08,27650,18,0,235.0
181,2024-01-11 21:00:00,2017.09,2027.5,2016.93,2026.45,27864,18,0,236.0
182,2024-01-11 22:00:00,2026.46,2028.62,2023.39,2027.48,21479,18,0,237.0
183,2024-01-11 23:00:00,2027.5,2029.66,2027.2,2028.54,3609,18,0,238.0
184,2024-01-12 01:00:00,2029.2,2035.68,2028.73,2035.16,7001,5,0,240.0
185,2024-01-12 02:00:00,2035.13,2035.38,2030.14,2031.1,7114,20,0,241.0
186,2024-01-12 03:00:00,2031.1,2034.83,2029.95,2033.82,9422,20,0,242.0
187,2024-01-12 04:00:00,2033.85,2035.32,2033.06,2033.96,5525,4,0,243.0
188,2024-01-12 05:00:00,2033.96,2035.65,2033.58,2033.86,3760,4,0,244.0
189,2024-01-12 06:00:00,2033.86,2035.07,2032.71,2034.68,3721,4,0,245.0
190,2024-01-12 07:00:00,2034.66,2037.21,2033.56,2036.0,5126,4,0,246.0
191,2024-01-12 08:00:00,2035.98,2036.84,2034.82,2035.2,8929,19,0,247.0
192,2024-01-12 09:00:00,2035.21,2039.47,2034.04,2037.55,22729,16,0,248.0
193,2024-01-12 10:00:00,2037.54,2039.89,2036.96,2038.69,26476,16,0,249.0
194,2024-01-12 11:00:00,2038.68,2040.15,2037.72,2038.08,17870,15,0,250.0
195,2024-01-12 12:00:00,2038.08,2046.19,2037.92,2045.74,21455,16,0,251.0
196,2024-01-12 13:00:00,2045.75,2047.46,2044.03,2045.37,25746,16,0,252.0
197,2024-01-12 14:00:00,2045.38,2053.78,2045.38,2047.69,36305,16,0,253.0
198,2024-01-12 15:00:00,2047.7,2056.71,2044.27,2056.02,72198,16,0,254.0
199,2024-01-12 16:00:00,2056.03,2062.33,2053.23,2055.71,73492,16,0,255.0
200,2024-01-12 17:00:00,2055.69,2060.13,2050.78,2053.71,63562,16,0,256.0
201,2024-01-12 18:00:00,2053.71,2055.61,2048.15,2048.37,48996,16,0,257.0
202,2024-01-12 19:00:00,2048.36,2048.65,2041.29,2043.99,42825,18,0,258.0
203,2024-01-12 20:00:00,2043.99,2048.74,2042.87,2047.47,27857,18,0,259.0
204,2024-01-12 21:00:00,2047.37,2049.22,2046.08,2047.29,18283,18,0,260.0
205,2024-01-12 22:00:00,2047.3,2047.75,2045.98,2047.39,11715,18,0,261.0
206,2024-01-12 23:00:00,2047.33,2049.26,2046.81,2048.81,2576,4,0,262.0
207,2024-01-15 01:00:00,2047.9,2048.78,2046.17,2047.57,5077,0,0,312.0
208,2024-01-15 02:00:00,2047.55,2048.49,2045.68,2047.86,5825,10,0,313.0
209,2024-01-15 03:00:00,2047.84,2051.45,2047.35,2051.07,8858,20,0,314.0
210,2024-01-15 04:00:00,2050.97,2056.44,2049.7,2056.24,10198,20,0,315.0
211,2024-01-15 05:00:00,2056.22,2058.09,2055.39,2057.34,7454,20,0,316.0
212,2024-01-15 06:00:00,2057.34,2057.48,2053.45,2054.26,5237,4,0,317.0
213,2024-01-15 07:00:00,2054.26,2055.62,2052.87,2054.97,4853,4,0,318.0
214,2024-01-15 08:00:00,2054.97,2057.06,2053.76,2055.33,10809,7,0,319.0
215,2024-01-15 09:00:00,2055.34,2055.94,2052.8,2054.1,19291,16,0,320.0
216,2024-01-15 10:00:00,2054.09,2058.66,2053.71,2056.64,19743,16,0,321.0
217,2024-01-15 11:00:00,2056.63,2057.06,2052.82,2054.99,18470,16,0,322.0
218,2024-01-15 12:00:00,2055.0,2055.23,2051.93,2053.03,17653,16,0,323.0
219,2024-01-15 13:00:00,2053.04,2053.84,2051.41,2053.18,13739,16,0,324.0
220,2024-01-15 14:00:00,2053.19,2053.73,2051.27,2052.69,14944,16,0,325.0
221,2024-01-15 15:00:00,2052.69,2054.35,2052.01,2054.11,18233,16,0,326.0
222,2024-01-15 16:00:00,2054.12,2054.46,2051.52,2052.13,17760,16,0,327.0
223,2024-01-15 17:00:00,2052.13,2053.93,2049.15,2053.23,21505,16,0,328.0
224,2024-01-15 18:00:00,2053.13,2055.08,2053.09,2053.91,14012,5,0,329.0
225,2024-01-15 19:00:00,2053.91,2056.41,2053.53,2055.34,9415,5,0,330.0
226,2024-01-15 20:00:00,2055.33,2055.53,2054.23,2054.41,3006,5,0,331.0
227,2024-01-15 21:00:00,2054.52,2054.92,2053.49,2054.6,2002,5,0,332.0
228,2024-01-16 01:00:00,2054.62,2055.59,2053.19,2054.0,4597,3,0,336.0
229,2024-01-16 02:00:00,2054.0,2054.5,2050.73,2051.34,5904,20,0,337.0
230,2024-01-16 03:00:00,2051.36,2053.46,2049.81,2050.8,9308,20,0,338.0
231,2024-01-16 04:00:00,2050.79,2051.5,2049.62,2050.5,5460,5,0,339.0
232,2024-01-16 05:00:00,2050.6,2051.65,2048.24,2049.47,5958,20,0,340.0
233,2024-01-16 06:00:00,2049.45,2050.07,2048.88,2049.34,3194,5,0,341.0
234,2024-01-16 07:00:00,2049.36,2049.49,2047.41,2048.52,6428,20,0,342.0
235,2024-01-16 08:00:00,2048.42,2050.62,2047.23,2050.5,9052,19,0,343.0
236,2024-01-16 09:00:00,2050.53,2050.99,2047.94,2049.38,16040,5,0,344.0
237,2024-01-16 10:00:00,2049.39,2050.09,2042.03,2043.2,29901,16,0,345.0
238,2024-01-16 11:00:00,2043.2,2043.91,2038.62,2041.21,27630,16,0,346.0
239,2024-01-16 12:00:00,2041.21,2042.52,2039.17,2041.01,20431,16,0,347.0
240,2024-01-16 13:00:00,2041.0,2041.25,2038.13,2039.85,19068,16,0,348.0
241,2024-01-16 14:00:00,2039.95,2040.13,2035.5,2038.47,22721,16,0,349.0
242,2024-01-16 15:00:00,2038.44,2045.22,2031.22,2037.64,50150,11,0,350.0
243,2024-01-16 16:00:00,2037.63,2042.69,2036.77,2038.07,42029,7,0,351.0
244,2024-01-16 17:00:00,2038.07,2042.07,2037.19,2041.11,38368,16,0,352.0
245,2024-01-16 18:00:00,2041.11,2041.38,2032.38,2033.44,61111,16,0,353.0
246,2024-01-16 19:00:00,2033.44,2033.86,2024.88,2025.25,32945,16,0,354.0
247,2024-01-16 20:00:00,2025.25,2028.95,2024.19,2024.97,22305,18,0,355.0
248,2024-01-16 21:00:00,2025.07,2030.22,2024.91,2029.13,15363,18,0,356.0
249,2024-01-16 22:00:00,2029.16,2029.84,2027.74,2028.24,9109,5,0,357.0
250,2024-01-16 23:00:00,2028.27,2028.49,2027.07,2028.22,2031,5,0,358.0
251,2024-01-17 01:00:00,2028.29,2028.37,2025.84,2028.08,4682,0,0,360.0
252,2024-01-17 02:00:00,2028.08,2028.86,2025.56,2028.45,5180,5,0,361.0
253,2024-01-17 03:00:00,2028.45,2030.75,2026.67,2030.21,8840,20,0,362.0
254,2024-01-17 04:00:00,2030.19,2033.0,2026.91,2028.92,8621,20,0,363.0
255,2024-01-17 05:00:00,2028.92,2029.21,2023.33,2024.02,7159,20,0,364.0
256,2024-01-17 06:00:00,2024.0,2025.84,2023.23,2025.36,5873,20,0,365.0
257,2024-01-17 07:00:00,2025.37,2025.47,2019.35,2020.52,12319,20,0,366.0
258,2024-01-17 08:00:00,2020.62,2020.86,2017.49,2019.19,17155,19,0,367.0
259,2024-01-17 09:00:00,2019.2,2026.2,2017.71,2025.65,29678,16,0,368.0
260,2024-01-17 10:00:00,2025.64,2026.7,2021.19,2021.43,26290,16,0,369.0
261,2024-01-17 11:00:00,2021.43,2024.36,2018.91,2024.0,23445,16,0,370.0
262,2024-01-17 12:00:00,2023.97,2028.42,2022.65,2026.09,26411,16,0,371.0
263,2024-01-17 13:00:00,2026.09,2026.83,2023.62,2023.78,20557,16,0,372.0
264,2024-01-17 14:00:00,2023.78,2029.08,2023.59,2028.27,23231,10,0,373.0
265,2024-01-17 15:00:00,2028.27,2028.79,2019.05,2022.49,58016,16,0,374.0
266,2024-01-17 16:00:00,2022.49,2023.14,2011.33,2012.3,60578,5,0,375.0
267,2024-01-17 17:00:00,2012.29,2014.12,2006.01,2008.96,68178,16,0,376.0
268,2024-01-17 18:00:00,2008.97,2012.04,2004.11,2005.58,45872,16,0,377.0
269,2024-01-17 19:00:00,2005.57,2008.15,2003.28,2006.93,33360,18,0,378.0
270,2024-01-17 20:00:00,2006.94,2007.26,2001.68,2004.85,31882,18,0,379.0
271,2024-01-17 21:00:00,2004.75,2006.97,2004.25,2005.55,22662,18,0,380.0
272,2024-01-17 22:00:00,2005.54,2006.93,2004.64,2006.09,15387,18,0,381.0
273,2024-01-17 23:00:00,2006.03,2006.35,2005.16,2006.11,1988,5,0,382.0
274,2024-01-18 01:00:00,2005.62,2009.95,2005.62,2009.51,4691,2,0,384.0
275,2024-01-18 02:00:00,2009.52,2010.92,2008.11,2010.8,4704,20,0,385.0
276,2024-01-18 03:00:00,2010.79,2012.01,2009.27,2011.57,7845,20,0,386.0
277,2024-01-18 04:00:00,2011.57,2011.86,2007.33,2007.59,5835,20,0,387.0
278,2024-01-18 05:00:00,2007.57,2009.22,2006.33,2008.0,6339,8,0,388.0
279,2024-01-18 06:00:00,2007.97,2009.3,2007.8,2008.04,2825,5,0,389.0
280,2024-01-18 07:00:00,2008.05,2009.47,2005.65,2009.08,7115,20,0,390.0
281,2024-01-18 08:00:00,2009.08,2013.11,2008.73,2012.78,13895,19,0,391.0
282,2024-01-18 09:00:00,2012.75,2014.17,2010.92,2012.22,19224,16,0,392.0
283,2024-01-18 10:00:00,2012.22,2012.47,2009.51,2009.83,23058,16,0,393.0
284,2024-01-18 11:00:00,2009.83,2012.98,2008.03,2010.13,23364,11,0,394.0
285,2024-01-18 12:00:00,2010.13,2012.29,2009.07,2011.58,18067,16,0,395.0
286,2024-01-18 13:00:00,2011.57,2013.57,2010.67,2012.69,17596,16,0,396.0
287,2024-01-18 14:00:00,2012.68,2017.34,2012.47,2015.12,22109,10,0,397.0
288,2024-01-18 15:00:00,2015.12,2015.12,2007.29,2009.14,43862,16,0,398.0
289,2024-01-18 16:00:00,2008.93,2013.72,2008.93,2012.82,51339,16,0,399.0
290,2024-01-18 17:00:00,2012.82,2015.75,2011.51,2013.63,44130,16,0,400.0
291,2024-01-18 18:00:00,2013.62,2017.82,2012.97,2014.85,32848,16,0,401.0
292,2024-01-18 19:00:00,2014.84,2016.46,2013.13,2016.34,22904,11,0,402.0
293,2024-01-18 20:00:00,2016.24,2021.18,2015.45,2020.54,25759,18,0,403.0
294,2024-01-18 21:00:00,2020.53,2020.68,2018.23,2019.79,16115,18,0,404.0
295,2024-01-18 22:00:00,2019.78,2022.72,2019.76,2022.2,14504,18,0,405.0
296,2024-01-18 23:00:00,2022.14,2023.31,2021.69,2022.93,2222,5,0,406.0
297,2024-01-19 01:00:00,2024.39,2024.74,2021.01,2023.78,6335,1,0,408.0
298,2024-01-19 02:00:00,2023.76,2024.25,2022.52,2023.11,4763,20,0,409.0
299,2024-01-19 03:00:00,2023.11,2025.55,2021.93,2023.99,8362,20,0,410.0
300,2024-01-19 04:00:00,2023.97,2025.07,2022.48,2024.02,5617,5,0,411.0
301,2024-01-19 05:00:00,2024.02,2024.25,2021.82,2022.84,3267,5,0,412.0
302,2024-01-19 06:00:00,2022.82,2022.96,2020.55,2021.0,3275,5,0,413.0
